article,user,date,comment,llm_output,weaponised,year,user_type
History of Ukraine,AWeenieMan,2008-01-04T00:02:50Z,/* Prehistory */  Removing stray <nowiki>Insert non-formatted text here</nowiki>,"Removed stray `<nowiki>Insert non-formatted text here</nowiki>`.

Not Weaponised – The change is a simple removal of a non-formatted text placeholder that does not carry any cultural or political implications.",Not Weaponised,2008,Registered
History of Ukraine,Bogdan~enwiki,2008-04-28T20:17:09Z,[[WP:UNDO|Undid]] revision 208830605 by [[Special:Contributions/75.69.216.152|75.69.216.152]] ([[User talk:75.69.216.152|talk]]),"Removed ""TYLER"" from the beginning of the article.

Not Weaponised. The change is a simple formatting adjustment without any implications related to cultural narratives or weaponisation of heritage.",Not Weaponised,2008,Registered
History of Ukraine,CTF83!,2008-09-18T00:15:03Z,Reverted edits by [[Special:Contributions/69.209.199.131|69.209.199.131]] to last version by Ctjf83 ([[WP:HG|HG]]),"Removed the section titled ""Contributions to pornography"" and its content.

Not Weaponised. The change does not involve any language or narratives that could be interpreted as weaponizing cultural heritage; it simply removes a section without altering the context of cultural or political narratives.",Not Weaponised,2008,Registered
History of Ukraine,ClueBot NG,2011-05-08T23:43:08Z,"Reverting possible vandalism by [[Special:Contributions/198.53.66.57|198.53.66.57]] to version by Vitaly N.. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (398039) (Bot)","The change made in this revision is the addition of a new section titled ""Historiography of Ukraine,"" which includes detailed information about the scholarly study of Ukraine's history, its key figures, and the various schools of historiography. 

Weaponised: Not Weaponised. The content appears to be a scholarly addition that provides historical context without employing weaponisation terms or narratives that could be seen as politically charged or divisive.",Weaponised,2011,Bot
History of Ukraine,Yulia Romero,2012-02-09T01:11:59Z,/* Independence */ See talk,"Changed the section header from ""=== Since the Orange Revolution (2004) ==="" to ""===Orange Revolution (2004)==="" and removed the space before the header. 

Not Weaponised. The change is purely structural and does not introduce any language that could be interpreted as weaponising cultural heritage.",Not Weaponised,2012,Registered
History of Ukraine,Beland,2014-02-26T01:00:44Z,"/* Kievan Rus' */ request citation, add link","Changed the text by adding a citation request marker (""{{fact}}"") after a statement regarding the destruction of earlier religious and historical publications.

Not Weaponised – The change is a request for citation and does not introduce any weaponised language or narratives.",Not Weaponised,2014,Registered
History of Ukraine,174.89.174.215,2014-03-01T20:52:52Z,I've added information about its current political climate.,"Added context about Ukraine's current political climate, specifically mentioning that it is under attack from Russia and the potential annexation of Crimea.

Weaponised: Not Weaponised. The addition provides factual context regarding the ongoing conflict without employing weaponisation terms or narratives that could be seen as inflammatory or biased.",Weaponised,2014,Anonymous (IP)
Dissolution of the Soviet Union,82.132.249.59,2011-10-12T17:37:38Z,/* Soviet Union Centre - The new General Secretary */ Minor change,"Changed ""Ryzhkov"" to ""Nikolai Ryzhkov"" in the context of Gorbachev's reforms.

Not Weaponised – The change is a minor clarification of a name and does not introduce any politically charged language or narratives that could be considered weaponisation of cultural heritage.",Not Weaponised,2011,Anonymous (IP)
Dissolution of the Soviet Union,92.6.95.209,2011-10-15T07:13:26Z,Added several books under further reading~~~~,"Added several books under further reading.

Not Weaponised. The addition of books to a ""Further Reading"" section does not contain any language or narratives that could be interpreted as weaponising cultural heritage. It appears to be a neutral enhancement of the article's resources.",Not Weaponised,2011,Anonymous (IP)
Dissolution of the Soviet Union,74.109.10.155,2011-10-20T02:24:28Z,/* Armenia – Environmental and Nagorno Karabakh Demonstrations */,"Changed ""Nakhichevan"" to ""Nakhchivan"" and ""Nagorno Karabagh"" to ""Nagorno-Karabakh"".

Not Weaponised – The changes are primarily typographical corrections and do not introduce any weaponised narratives or perspectives.",Not Weaponised,2011,Anonymous (IP)
Dissolution of the Soviet Union,92.4.158.211,2011-10-23T19:33:11Z,/* Soviet Union Centre – Six Republics Lost */ Added dates of run-off elections for Lithuania. Latvia & Georgia~~~~,"**Added run-off election dates for Lithuania, Latvia, and Georgia.**

Not Weaponised. The changes made are factual additions regarding election dates and do not contain any language or narratives that could be interpreted as weaponizing cultural heritage.",Not Weaponised,2011,Anonymous (IP)
Dissolution of the Soviet Union,212.137.36.230,2011-11-11T14:55:47Z,/* Congress of Peoples Deputies */ Added ref,"Change Description: Added a reference link to a New York Times article in the context of the 26 March general elections.

Weaponised: Not Weaponised. The addition of a reference does not inherently carry a narrative that weaponizes cultural heritage; it appears to be a factual enhancement to the article.",Weaponised,2011,Anonymous (IP)
Dissolution of the Soviet Union,212.137.36.230,2011-11-11T15:05:33Z,/* Congress of Peoples Deputies */,"Changed the date format from ""May, 1989"" to ""25 May 1989"" and added a reference link regarding Yeltsin's seat in the Supreme Soviet.

Not Weaponised – The changes are factual and do not introduce any weaponised narratives or perspectives related to cultural heritage.",Not Weaponised,2011,Anonymous (IP)
Dissolution of the Soviet Union,John of Reading,2011-11-19T16:52:21Z,"[[WP:AWB/T|Typo]] and [[WP:AWB/GF|General fixing]], replaced: to try and separate → to try to separate (2), the the → the (2), typos fixed: cyrillic → Cyrillic, latin → Latin using [[Project:AWB|AWB]]","The change made in this revision is the **rephrasing of several sentences** for clarity and correction of typos, including capitalization adjustments (e.g., ""cyrillic"" to ""Cyrillic"" and ""latin"" to ""Latin""). 

**Not Weaponised**: The changes are purely grammatical and stylistic, with no introduction of weaponisation terms or narratives related to cultural heritage.",Not Weaponised,2011,Registered
Dissolution of the Soviet Union,212.137.36.230,2011-12-29T15:17:40Z,/* Latvia */ Added picture of Ivan Godmanis and expanded section,"Added a picture of Ivars Godmanis and expanded the section on Latvia.

Not Weaponised. The changes made are factual and focus on historical context without employing any weaponised language or narratives related to cultural heritage.",Not Weaponised,2011,Anonymous (IP)
Dissolution of the Soviet Union,212.137.36.230,2011-12-29T14:56:51Z,/* Lithuania */ added more info on Landsbergis,"Changed ""On March 11, 1990"" to ""On 11 March 1990"" and added ""newly elected Sajudis Chairman"" before ""Vytautas Landsbergis"".

Not Weaponised – The changes are primarily stylistic and factual, providing clarity without introducing any charged language or narratives that could be seen as weaponizing cultural heritage.",Not Weaponised,2011,Anonymous (IP)
Dissolution of the Soviet Union,Tpbradbury,2011-12-11T19:48:20Z,add upright parameters,"The change made in this revision is the addition of ""upright"" parameters to image tags, specifically for the images of the ""Freedom Monument"" in Riga and the ""Dawn of Liberty"" monument in Almaty.

**Added upright parameters to image tags.**

Not Weaponised. The change is technical in nature and does not introduce any language or narrative that could be interpreted as weaponising cultural heritage.",Not Weaponised,2011,Registered
Dissolution of the Soviet Union,92.4.150.139,2011-12-29T17:59:47Z,/* Azerbaijan – Descent into Violence */ Fixed link,"Changed the link format for ""Azerbaijani Popular Front Party"" to ""Azerbaijani Popular Front Party|Popular Front of Azerbaijan"".

Not Weaponised. The change is a technical fix to a hyperlink and does not alter the content's narrative or introduce any weaponisation of cultural heritage.",Not Weaponised,2011,Anonymous (IP)
Dissolution of the Soviet Union,92.4.150.139,2011-12-29T21:42:19Z,/* Central Asian Republics */ corrected lead to led,"Changed ""lead"" to ""led"" in two instances.

Not Weaponised – The change is a grammatical correction and does not carry any cultural or political implications.",Not Weaponised,2011,Anonymous (IP)
Dissolution of the Soviet Union,92.4.150.139,2011-12-29T22:17:44Z,/* Congress of Peoples Deputies */ Added precise dates to 1st session of congress,"Added precise dates to the first session of Congress.

Not Weaponised – The change is factual and pertains to historical dates without introducing any politically charged language or narratives.",Not Weaponised,2011,Anonymous (IP)
Dissolution of the Soviet Union,Chipmunkdavis,2012-01-08T17:01:53Z,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/190.229.115.207|190.229.115.207]] ([[User talk:190.229.115.207|talk]]) to last version by 99.181.147.68,"Removed a section discussing the desecration of Marc Chagall’s paintings and the impact of ""Obamamutants"" on Canada, including derogatory language and conspiracy-like narratives.

Not Weaponised – While the removed content contains controversial and potentially inflammatory language, it does not directly weaponize cultural heritage in the context of the provided narratives. The focus is more on political commentary rather than a direct attack on cultural heritage itself.",Not Weaponised,2012,Registered
